schema,hfsql_table,pg_table,hfsql_column,pg_column,pg_type,pk
adv,AgendaCommercial,pgt_agenda_commercial,IDAgendaCommercialAuto,id_agenda_commercial_auto,bigint,
adv,AgendaCommercial,pgt_agenda_commercial,IDAgendaCommercial,id_agenda_commercial,bigint,1
adv,AgendaCommercial,pgt_agenda_commercial,IDSalarie,id_salarie,bigint,
adv,AgendaCommercial,pgt_agenda_commercial,IDAgendaCommercial_Catégorie,id_agenda_commercial_categorie,integer,
adv,AgendaCommercial,pgt_agenda_commercial,IDAgendaCommercial_Origine,id_agenda_commercial_origine,integer,
adv,AgendaCommercial,pgt_agenda_commercial,IDAgendaCommercial_Source,id_agenda_commercial_source,integer,
adv,AgendaCommercial,pgt_agenda_commercial,MotifStatut,motif_statut,text,
adv,AgendaCommercial,pgt_agenda_commercial,Titre,titre,text,
adv,AgendaCommercial,pgt_agenda_commercial,Contenu,contenu,text,
adv,AgendaCommercial,pgt_agenda_commercial,InfoCompl,info_compl,text,
adv,AgendaCommercial,pgt_agenda_commercial,DateDébut,date_debut,timestamp,
adv,AgendaCommercial,pgt_agenda_commercial,DateFin,date_fin,timestamp,
adv,AgendaCommercial,pgt_agenda_commercial,IDTK_Liste,id_tk_liste,bigint,
adv,AgendaCommercial,pgt_agenda_commercial,OPCrea,op_crea,bigint,
adv,AgendaCommercial,pgt_agenda_commercial,Datecrea,datecrea,timestamp,
adv,AgendaCommercial,pgt_agenda_commercial,ModifOP,modif_op,bigint,
adv,AgendaCommercial,pgt_agenda_commercial,ModifDate,modif_date,timestamp,
adv,AgendaCommercial,pgt_agenda_commercial,ModifELEM,modif_elem,varchar(5),
adv,AgendaCommercial_Catégorie,pgt_agenda_commercial_categorie,IDAgendaCommercial_CatégorieAuto,id_agenda_commercial_categorie_auto,bigint,
adv,AgendaCommercial_Catégorie,pgt_agenda_commercial_categorie,IDAgendaCommercial_Catégorie,id_agenda_commercial_categorie,integer,1
adv,AgendaCommercial_Catégorie,pgt_agenda_commercial_categorie,Lib_Catégorie,lib_categorie,text,
adv,AgendaCommercial_Catégorie,pgt_agenda_commercial_categorie,Couleur,couleur,integer,
adv,AgendaCommercial_Catégorie,pgt_agenda_commercial_categorie,IdCvStatut,id_cv_statut,bigint,
adv,AgendaCommercial_Catégorie,pgt_agenda_commercial_categorie,ModifDate,modif_date,timestamp,
adv,AgendaCommercial_Catégorie,pgt_agenda_commercial_categorie,ModifOP,modif_op,bigint,
adv,AgendaCommercial_Catégorie,pgt_agenda_commercial_categorie,ModifELEM,modif_elem,varchar(5),
adv,client,pgt_client,IDclientAuto,id_client_auto,bigint,
adv,client,pgt_client,IDclient,id_client,bigint,1
adv,client,pgt_client,Civilité,civilite,smallint,
adv,client,pgt_client,NOM,nom,text,
adv,client,pgt_client,PRENOM,prenom,text,
adv,client,pgt_client,DATENAISS,date_naiss,date,
adv,client,pgt_client,LOCA_PROPRIO,loca_proprio,smallint,
adv,client,pgt_client,ADRBAT,adr_bat,boolean,
adv,client,pgt_client,ADRESSE1,adresse1,text,
adv,client,pgt_client,ADRESSE2,adresse2,text,
adv,client,pgt_client,CP,cp,varchar(5),
adv,client,pgt_client,VILLE,ville,text,
adv,client,pgt_client,PAYS,pays,text,
adv,client,pgt_client,TEL,tel,varchar(15),
adv,client,pgt_client,GSM,gsm,varchar(15),
adv,client,pgt_client,MAIL,mail,text,
adv,client,pgt_client,DateSAISIE,date_saisie,timestamp,
adv,client,pgt_client,OPSAISIE,op_saisie,bigint,
adv,client,pgt_client,InfoInterne,info_interne,text,
adv,client,pgt_client,latitude_deg,latitude_deg,double precision,
adv,client,pgt_client,longitude_deg,longitude_deg,double precision,
adv,client,pgt_client,Opt_Partenaire,opt_partenaire,boolean,
adv,client,pgt_client,ModifOP,modif_op,bigint,
adv,client,pgt_client,ModifDate,modif_date,timestamp,
adv,client,pgt_client,ModifELEM,modif_elem,varchar(5),
adv,client,pgt_client,TELGSM1,tel_gsm1,varchar(30),
adv,ENI_contrat,pgt_eni_contrat,IDcontratAuto,id_contrat_auto,bigint,
adv,ENI_contrat,pgt_eni_contrat,IDcontrat,id_contrat,bigint,1
adv,ENI_contrat,pgt_eni_contrat,IDSalesForce,id_sales_force,varchar(25),
adv,ENI_contrat,pgt_eni_contrat,IDclient,id_client,bigint,
adv,ENI_contrat,pgt_eni_contrat,IDSalarie,id_salarie,bigint,
adv,ENI_contrat,pgt_eni_contrat,IdSte,id_ste,bigint,
adv,ENI_contrat,pgt_eni_contrat,NumBS,num_bs,text,
adv,ENI_contrat,pgt_eni_contrat,IDproduit,id_produit,integer,
adv,ENI_contrat,pgt_eni_contrat,IDetatContrat,id_etat_contrat,integer,
adv,ENI_contrat,pgt_eni_contrat,DateSignature,date_signature,date,
adv,ENI_contrat,pgt_eni_contrat,GazCarDeclaree,gaz_car_declaree,integer,
adv,ENI_contrat,pgt_eni_contrat,GazCarRelevée,gaz_car_relevee,integer,
adv,ENI_contrat,pgt_eni_contrat,ElecPuissance,elec_puissance,smallint,
adv,ENI_contrat,pgt_eni_contrat,GazActif,gaz_actif,boolean,
adv,ENI_contrat,pgt_eni_contrat,ElecActif,elec_actif,boolean,
adv,ENI_contrat,pgt_eni_contrat,InfoPartagée,info_partagee,text,
adv,ENI_contrat,pgt_eni_contrat,InfoInterne,info_interne,text,
adv,ENI_contrat,pgt_eni_contrat,MoisP,mois_p,date,
adv,ENI_contrat,pgt_eni_contrat,OPSAISIE,op_saisie,bigint,
adv,ENI_contrat,pgt_eni_contrat,DateSAISIE,date_saisie,timestamp,
adv,ENI_contrat,pgt_eni_contrat,NonCALL,non_call,boolean,
adv,ENI_contrat,pgt_eni_contrat,nbPoints,nb_points,double precision,
adv,ENI_contrat,pgt_eni_contrat,CodeENR,code_enr,text,
adv,ENI_contrat,pgt_eni_contrat,Notation,notation,numeric,
adv,ENI_contrat,pgt_eni_contrat,NotationInfo,notation_info,text,
adv,ENI_contrat,pgt_eni_contrat,ModifOP,modif_op,bigint,
adv,ENI_contrat,pgt_eni_contrat,ModifDate,modif_date,timestamp,
adv,ENI_contrat,pgt_eni_contrat,ModifELEM,modif_elem,varchar(5),
adv,ENI_contrat_compteur,pgt_eni_contrat_compteur,IDcontratCompteur,id_contrat_compteur,bigint,1
adv,ENI_contrat_compteur,pgt_eni_contrat_compteur,IDcontrat,id_contrat,bigint,
adv,ENI_contrat_compteur,pgt_eni_contrat_compteur,TypeRelève,type_releve,varchar(10),
adv,ENI_contrat_compteur,pgt_eni_contrat_compteur,Relève,releve,integer,
adv,ENI_contrat_compteur,pgt_eni_contrat_compteur,ModifOP,modif_op,bigint,
adv,ENI_contrat_compteur,pgt_eni_contrat_compteur,ModifDate,modif_date,timestamp,
adv,ENI_contrat_compteur,pgt_eni_contrat_compteur,ModifELEM,modif_elem,varchar(5),
adv,ENI_contrat_compteur,pgt_eni_contrat_compteur,IDcontratTypeRelève,id_contrat_type_releve,varchar(18),
adv,ENI_contrat_Option,pgt_eni_contrat_option,IDcontratOptionAuto,id_contrat_option_auto,bigint,
adv,ENI_contrat_Option,pgt_eni_contrat_option,IDcontrat,id_contrat,bigint,1
adv,ENI_contrat_Option,pgt_eni_contrat_option,NumBS,num_bs,text,
adv,ENI_contrat_Option,pgt_eni_contrat_option,OPT_Mail,opt_mail,boolean,
adv,ENI_contrat_Option,pgt_eni_contrat_option,OPT_IndexGaz,opt_index_gaz,boolean,
adv,ENI_contrat_Option,pgt_eni_contrat_option,OPT_Entretien,opt_entretien,boolean,
adv,ENI_contrat_Option,pgt_eni_contrat_option,OPT_Entretien_Etat,opt_entretien_etat,integer,
adv,ENI_contrat_Option,pgt_eni_contrat_option,OPT_DelaiRetra,opt_delai_retra,boolean,
adv,ENI_contrat_Option,pgt_eni_contrat_option,OPT_IndexElec,opt_index_elec,boolean,
adv,ENI_contrat_Option,pgt_eni_contrat_option,OPT_HP_HC,opt_hp_hc,boolean,
adv,ENI_contrat_Option,pgt_eni_contrat_option,OPT_EnergieVerteGaz,opt_energie_verte_gaz,boolean,
adv,ENI_contrat_Option,pgt_eni_contrat_option,OPT_EnergieVerteElec,opt_energie_verte_elec,boolean,
adv,ENI_contrat_Option,pgt_eni_contrat_option,OPT_DejaClientENI,opt_deja_client_eni,boolean,
adv,ENI_contrat_Option,pgt_eni_contrat_option,OPT_Reforestation,opt_reforestation,boolean,
adv,ENI_contrat_Option,pgt_eni_contrat_option,OPT_optinCommercial,opt_optin_commercial,boolean,
adv,ENI_contrat_Option,pgt_eni_contrat_option,OPT_eFacture,opt_e_facture,boolean,
adv,ENI_contrat_Option,pgt_eni_contrat_option,OPT_eCommunication,opt_e_communication,boolean,
adv,ENI_contrat_Option,pgt_eni_contrat_option,OPT_PDC,opt_pdc,boolean,
adv,ENI_contrat_Option,pgt_eni_contrat_option,OPT_AcceptComParte,opt_accept_com_parte,boolean,
adv,ENI_contrat_Option,pgt_eni_contrat_option,OPT_ConsentConsultDistri,opt_consent_consult_distri,boolean,
adv,ENI_contrat_Option,pgt_eni_contrat_option,OPT_Protection,opt_protection,boolean,
adv,ENI_contrat_Option,pgt_eni_contrat_option,ModifOP,modif_op,bigint,
adv,ENI_contrat_Option,pgt_eni_contrat_option,ModifDate,modif_date,timestamp,
adv,ENI_contrat_Option,pgt_eni_contrat_option,ModifELEM,modif_elem,varchar(5),
adv,ENI_etatContrat,pgt_eni_etat_contrat,IDetatAuto,id_etat_auto,bigint,
adv,ENI_etatContrat,pgt_eni_etat_contrat,IDetat,id_etat,integer,1
adv,ENI_etatContrat,pgt_eni_etat_contrat,IDTypeEtat,id_type_etat,smallint,
adv,ENI_etatContrat,pgt_eni_etat_contrat,Lib_Etat,lib_etat,text,
adv,ENI_etatContrat,pgt_eni_etat_contrat,Lib_EtatVend,lib_etat_vend,text,
adv,ENI_etatContrat,pgt_eni_etat_contrat,Catégorie,categorie,varchar(10),
adv,ENI_etatContrat,pgt_eni_etat_contrat,ModifDate,modif_date,timestamp,
adv,ENI_etatContrat,pgt_eni_etat_contrat,ModifOP,modif_op,bigint,
adv,ENI_etatContrat,pgt_eni_etat_contrat,ModifELEM,modif_elem,varchar(5),
adv,ENI_histoAttrCtt,pgt_eni_histo_attr_ctt,idHistoAuto,id_histo_auto,bigint,
adv,ENI_histoAttrCtt,pgt_eni_histo_attr_ctt,idHisto,id_histo,bigint,1
adv,ENI_histoAttrCtt,pgt_eni_histo_attr_ctt,TypeCtt,type_ctt,varchar(20),
adv,ENI_histoAttrCtt,pgt_eni_histo_attr_ctt,IDcontrat,id_contrat,bigint,
adv,ENI_histoAttrCtt,pgt_eni_histo_attr_ctt,NUM,num,varchar(25),
adv,ENI_histoAttrCtt,pgt_eni_histo_attr_ctt,OPSAISIE,op_saisie,bigint,
adv,ENI_histoAttrCtt,pgt_eni_histo_attr_ctt,DATE,date,timestamp,
adv,ENI_histoAttrCtt,pgt_eni_histo_attr_ctt,VendeurOld,vendeur_old,bigint,
adv,ENI_histoAttrCtt,pgt_eni_histo_attr_ctt,VendeurNew,vendeur_new,bigint,
adv,ENI_histoAttrCtt,pgt_eni_histo_attr_ctt,ModifOP,modif_op,bigint,
adv,ENI_histoAttrCtt,pgt_eni_histo_attr_ctt,ModifDate,modif_date,timestamp,
adv,ENI_histoAttrCtt,pgt_eni_histo_attr_ctt,ModifELEM,modif_elem,varchar(5),
adv,ENI_histoEtatCtt,pgt_eni_histo_etat_ctt,idHistoAuto,id_histo_auto,bigint,
adv,ENI_histoEtatCtt,pgt_eni_histo_etat_ctt,idHisto,id_histo,bigint,1
adv,ENI_histoEtatCtt,pgt_eni_histo_etat_ctt,IDcontrat,id_contrat,bigint,
adv,ENI_histoEtatCtt,pgt_eni_histo_etat_ctt,OPSAISIE,op_saisie,bigint,
adv,ENI_histoEtatCtt,pgt_eni_histo_etat_ctt,DATE,date,timestamp,
adv,ENI_histoEtatCtt,pgt_eni_histo_etat_ctt,OLD_etat,old_etat,bigint,
adv,ENI_histoEtatCtt,pgt_eni_histo_etat_ctt,NEW_etat,new_etat,bigint,
adv,ENI_histoEtatCtt,pgt_eni_histo_etat_ctt,ModifOP,modif_op,bigint,
adv,ENI_histoEtatCtt,pgt_eni_histo_etat_ctt,ModifDate,modif_date,timestamp,
adv,ENI_histoEtatCtt,pgt_eni_histo_etat_ctt,DATEPAIEMENT,date_paiement,varchar(7),
adv,ENI_histoEtatCtt,pgt_eni_histo_etat_ctt,ModifELEM,modif_elem,varchar(5),
adv,ENI_produit,pgt_eni_produit,IDproduitAuto,id_produit_auto,bigint,
adv,ENI_produit,pgt_eni_produit,IDproduit,id_produit,integer,1
adv,ENI_produit,pgt_eni_produit,Lib_produit,lib_produit,text,
adv,ENI_produit,pgt_eni_produit,PréfixeBDD,prefixe_bdd,varchar(5),
adv,ENI_produit,pgt_eni_produit,Famille,famille,varchar(10),
adv,ENI_produit,pgt_eni_produit,SousFAM,sous_fam,varchar(10),
adv,ENI_produit,pgt_eni_produit,pro_ACTIF,pro_actif,smallint,
adv,ENI_produit,pgt_eni_produit,Logo,logo,bytea,
adv,ENI_produit,pgt_eni_produit,IdTypeProdDec,id_type_prod_dec,bigint,
adv,ENI_produit,pgt_eni_produit,Catégorie,categorie,smallint,
adv,ENI_produit,pgt_eni_produit,ModifOP,modif_op,bigint,
adv,ENI_produit,pgt_eni_produit,ModifDate,modif_date,timestamp,
adv,ENI_produit,pgt_eni_produit,ModifELEM,modif_elem,varchar(5),
adv,ENI_produit,pgt_eni_produit,OptimCleComp_IDpro_FAMIL,optim_cle_comp_i_dpro_famil,varchar(14),
adv,ENI_Remun,pgt_eni_remun,IDRemunAuto,id_remun_auto,bigint,
adv,ENI_Remun,pgt_eni_remun,IDRemun,id_remun,bigint,1
adv,ENI_Remun,pgt_eni_remun,FAMILLE,famille,varchar(10),
adv,ENI_Remun,pgt_eni_remun,SSFAM,ss_fam,varchar(10),
adv,ENI_Remun,pgt_eni_remun,val_MIN,val_min,integer,
adv,ENI_Remun,pgt_eni_remun,val_MAX,val_max,integer,
adv,ENI_Remun,pgt_eni_remun,Rem_Active,rem_active,boolean,
adv,ENI_Remun,pgt_eni_remun,DateActivation,date_activation,date,
adv,ENI_Remun,pgt_eni_remun,DateDésactivation,date_desactivation,date,
adv,ENI_Remun,pgt_eni_remun,ModifOP,modif_op,bigint,
adv,ENI_Remun,pgt_eni_remun,ModifDate,modif_date,timestamp,
adv,ENI_Remun,pgt_eni_remun,ModifELEM,modif_elem,varchar(5),
adv,ENI_Remun,pgt_eni_remun,OptimCleComp_SSFAM_Rem_A_FAMIL_DateA,optim_cle_comp_ssfam_rem_a_famil_date_a,varchar(29),
adv,ENI_Remun,pgt_eni_remun,nbPoints,nb_points,double precision,
adv,EtatCallRet,pgt_etat_call_ret,IDEtatCallRetAuto,id_etat_call_ret_auto,bigint,
adv,EtatCallRet,pgt_etat_call_ret,IDEtatCallRet,id_etat_call_ret,smallint,1
adv,EtatCallRet,pgt_etat_call_ret,LibEtat,lib_etat,varchar(50),
adv,EtatCallRet,pgt_etat_call_ret,MotsClés,mots_cles,text,
adv,EtatCallRet,pgt_etat_call_ret,IdEtatRdvTech,id_etat_rdv_tech,bigint,
adv,EtatCallRet,pgt_etat_call_ret,ModifDate,modif_date,timestamp,
adv,EtatCallRet,pgt_etat_call_ret,ModifOp,modif_op,bigint,
adv,EtatCallRet,pgt_etat_call_ret,ModifElem,modif_elem,varchar(5),
adv,GEP_contrat,pgt_gep_contrat,IDcontratAuto,id_contrat_auto,bigint,
adv,GEP_contrat,pgt_gep_contrat,IDcontrat,id_contrat,bigint,1
adv,GEP_contrat,pgt_gep_contrat,IDclient,id_client,bigint,
adv,GEP_contrat,pgt_gep_contrat,IDSalarie,id_salarie,bigint,
adv,GEP_contrat,pgt_gep_contrat,IdSte,id_ste,bigint,
adv,GEP_contrat,pgt_gep_contrat,NumBS,num_bs,text,
adv,GEP_contrat,pgt_gep_contrat,IDproduit,id_produit,integer,
adv,GEP_contrat,pgt_gep_contrat,IDetatContrat,id_etat_contrat,integer,
adv,GEP_contrat,pgt_gep_contrat,DateSignature,date_signature,date,
adv,GEP_contrat,pgt_gep_contrat,InfoPartagée,info_partagee,text,
adv,GEP_contrat,pgt_gep_contrat,InfoInterne,info_interne,text,
adv,GEP_contrat,pgt_gep_contrat,MoisP,mois_p,date,
adv,GEP_contrat,pgt_gep_contrat,OPSAISIE,op_saisie,bigint,
adv,GEP_contrat,pgt_gep_contrat,DateSAISIE,date_saisie,timestamp,
adv,GEP_contrat,pgt_gep_contrat,NonCALL,non_call,boolean,
adv,GEP_contrat,pgt_gep_contrat,nbPoints,nb_points,double precision,
adv,GEP_contrat,pgt_gep_contrat,CodeENR,code_enr,text,
adv,GEP_contrat,pgt_gep_contrat,ModePaiement,mode_paiement,boolean,
adv,GEP_contrat,pgt_gep_contrat,Pack,pack,smallint,
adv,GEP_contrat,pgt_gep_contrat,DuréeAb,duree_ab,smallint,
adv,GEP_contrat,pgt_gep_contrat,RIB_Fourni,rib_fourni,boolean,
adv,GEP_contrat,pgt_gep_contrat,Notation,notation,numeric,
adv,GEP_contrat,pgt_gep_contrat,NotationInfo,notation_info,text,
adv,GEP_contrat,pgt_gep_contrat,ModifOp,modif_op,bigint,
adv,GEP_contrat,pgt_gep_contrat,ModifDate,modif_date,timestamp,
adv,GEP_contrat,pgt_gep_contrat,ModifElem,modif_elem,varchar(5),
adv,GEP_etatContrat,pgt_gep_etat_contrat,IDetatAuto,id_etat_auto,bigint,
adv,GEP_etatContrat,pgt_gep_etat_contrat,IDetat,id_etat,integer,1
adv,GEP_etatContrat,pgt_gep_etat_contrat,IDTypeEtat,id_type_etat,smallint,
adv,GEP_etatContrat,pgt_gep_etat_contrat,Lib_Etat,lib_etat,text,
adv,GEP_etatContrat,pgt_gep_etat_contrat,Lib_EtatVend,lib_etat_vend,text,
adv,GEP_etatContrat,pgt_gep_etat_contrat,Catégorie,categorie,varchar(10),
adv,GEP_etatContrat,pgt_gep_etat_contrat,ModifDate,modif_date,timestamp,
adv,GEP_etatContrat,pgt_gep_etat_contrat,ModifOP,modif_op,bigint,
adv,GEP_etatContrat,pgt_gep_etat_contrat,ModifELEM,modif_elem,varchar(5),
adv,GEP_histoAttrCtt,pgt_gep_histo_attr_ctt,idHistoAuto,id_histo_auto,bigint,
adv,GEP_histoAttrCtt,pgt_gep_histo_attr_ctt,idHisto,id_histo,bigint,1
adv,GEP_histoAttrCtt,pgt_gep_histo_attr_ctt,TypeCtt,type_ctt,varchar(20),
adv,GEP_histoAttrCtt,pgt_gep_histo_attr_ctt,IDcontrat,id_contrat,bigint,
adv,GEP_histoAttrCtt,pgt_gep_histo_attr_ctt,NUM,num,varchar(25),
adv,GEP_histoAttrCtt,pgt_gep_histo_attr_ctt,OPSAISIE,op_saisie,bigint,
adv,GEP_histoAttrCtt,pgt_gep_histo_attr_ctt,DATE,date,timestamp,
adv,GEP_histoAttrCtt,pgt_gep_histo_attr_ctt,VendeurOld,vendeur_old,bigint,
adv,GEP_histoAttrCtt,pgt_gep_histo_attr_ctt,VendeurNew,vendeur_new,bigint,
adv,GEP_histoAttrCtt,pgt_gep_histo_attr_ctt,ModifOP,modif_op,bigint,
adv,GEP_histoAttrCtt,pgt_gep_histo_attr_ctt,ModifDate,modif_date,timestamp,
adv,GEP_histoAttrCtt,pgt_gep_histo_attr_ctt,ModifELEM,modif_elem,varchar(5),
adv,GEP_histoEtatCtt,pgt_gep_histo_etat_ctt,idHistoAuto,id_histo_auto,bigint,
adv,GEP_histoEtatCtt,pgt_gep_histo_etat_ctt,idHisto,id_histo,bigint,1
adv,GEP_histoEtatCtt,pgt_gep_histo_etat_ctt,IDcontrat,id_contrat,bigint,
adv,GEP_histoEtatCtt,pgt_gep_histo_etat_ctt,OPSAISIE,op_saisie,bigint,
adv,GEP_histoEtatCtt,pgt_gep_histo_etat_ctt,DATE,date,timestamp,
adv,GEP_histoEtatCtt,pgt_gep_histo_etat_ctt,OLD_etat,old_etat,bigint,
adv,GEP_histoEtatCtt,pgt_gep_histo_etat_ctt,NEW_etat,new_etat,bigint,
adv,GEP_histoEtatCtt,pgt_gep_histo_etat_ctt,ModifOP,modif_op,bigint,
adv,GEP_histoEtatCtt,pgt_gep_histo_etat_ctt,ModifDate,modif_date,timestamp,
adv,GEP_histoEtatCtt,pgt_gep_histo_etat_ctt,DATEPAIEMENT,date_paiement,varchar(7),
adv,GEP_histoEtatCtt,pgt_gep_histo_etat_ctt,ModifELEM,modif_elem,varchar(5),
adv,GEP_produit,pgt_gep_produit,IDproduitAuto,id_produit_auto,bigint,
adv,GEP_produit,pgt_gep_produit,IDproduit,id_produit,integer,1
adv,GEP_produit,pgt_gep_produit,Lib_produit,lib_produit,text,
adv,GEP_produit,pgt_gep_produit,PréfixeBDD,prefixe_bdd,varchar(5),
adv,GEP_produit,pgt_gep_produit,Famille,famille,varchar(10),
adv,GEP_produit,pgt_gep_produit,SousFAM,sous_fam,varchar(10),
adv,GEP_produit,pgt_gep_produit,pro_ACTIF,pro_actif,smallint,
adv,GEP_produit,pgt_gep_produit,Logo,logo,bytea,
adv,GEP_produit,pgt_gep_produit,IdTypeProdDec,id_type_prod_dec,bigint,
adv,GEP_produit,pgt_gep_produit,Catégorie,categorie,smallint,
adv,GEP_produit,pgt_gep_produit,ModifOP,modif_op,bigint,
adv,GEP_produit,pgt_gep_produit,ModifDate,modif_date,timestamp,
adv,GEP_produit,pgt_gep_produit,ModifELEM,modif_elem,varchar(5),
adv,GEP_produit,pgt_gep_produit,OptimCleComp_IDpro_FAMIL,optim_cle_comp_i_dpro_famil,varchar(14),
adv,GroupeOpérateur,pgt_groupe_operateur,IDGroupeOpérateur,id_groupe_operateur,bigint,1
adv,GroupeOpérateur,pgt_groupe_operateur,LibGroupe,lib_groupe,varchar(50),
adv,GroupeOpérateur,pgt_groupe_operateur,Description,description,text,
adv,GroupeOpérateur,pgt_groupe_operateur,Logo,logo,bytea,
adv,GroupeOpérateur,pgt_groupe_operateur,ModifDate,modif_date,timestamp,
adv,GroupeOpérateur,pgt_groupe_operateur,ModifOp,modif_op,bigint,
adv,GroupeOpérateur,pgt_groupe_operateur,ModifElem,modif_elem,varchar(5),
adv,GroupeOpérateur_Partenaire,pgt_groupe_operateur_partenaire,IDGroupeOpérateur_Partenaire,id_groupe_operateur_partenaire,bigint,1
adv,GroupeOpérateur_Partenaire,pgt_groupe_operateur_partenaire,IDGroupeOpérateur,id_groupe_operateur,bigint,
adv,GroupeOpérateur_Partenaire,pgt_groupe_operateur_partenaire,IDPartenaire,id_partenaire,bigint,
adv,GroupeOpérateur_Partenaire,pgt_groupe_operateur_partenaire,IDproduit,id_produit,integer,
adv,GroupeOpérateur_Partenaire,pgt_groupe_operateur_partenaire,DateDeb,date_deb,date,
adv,GroupeOpérateur_Partenaire,pgt_groupe_operateur_partenaire,DateFin,date_fin,date,
adv,GroupeOpérateur_Partenaire,pgt_groupe_operateur_partenaire,IsActif,is_actif,boolean,
adv,GroupeOpérateur_Partenaire,pgt_groupe_operateur_partenaire,ModifDate,modif_date,timestamp,
adv,GroupeOpérateur_Partenaire,pgt_groupe_operateur_partenaire,ModifOp,modif_op,bigint,
adv,GroupeOpérateur_Partenaire,pgt_groupe_operateur_partenaire,ModifElem,modif_elem,varchar(5),
adv,GroupeRem,pgt_groupe_rem,IDGroupeRem,id_groupe_rem,bigint,1
adv,GroupeRem,pgt_groupe_rem,idDistrib,id_distrib,bigint,
adv,GroupeRem,pgt_groupe_rem,IDGroupeOpérateur,id_groupe_operateur,bigint,
adv,GroupeRem,pgt_groupe_rem,LibGroupe,lib_groupe,varchar(50),
adv,GroupeRem,pgt_groupe_rem,nbCol,nb_col,smallint,
adv,GroupeRem,pgt_groupe_rem,nbLigne,nb_ligne,smallint,
adv,GroupeRem,pgt_groupe_rem,Ordre,ordre,smallint,
adv,GroupeRem,pgt_groupe_rem,DateDeb,date_deb,date,
adv,GroupeRem,pgt_groupe_rem,DateFin,date_fin,date,
adv,GroupeRem,pgt_groupe_rem,IsActif,is_actif,boolean,
adv,GroupeRem,pgt_groupe_rem,Famille,famille,bigint,
adv,GroupeRem,pgt_groupe_rem,SsFam,ss_fam,varchar(15),
adv,GroupeRem,pgt_groupe_rem,ModifDate,modif_date,timestamp,
adv,GroupeRem,pgt_groupe_rem,ModifOp,modif_op,bigint,
adv,GroupeRem,pgt_groupe_rem,ModifElem,modif_elem,varchar(5),
adv,GroupeRemTab,pgt_groupe_rem_tab,IDGroupeRemTab,id_groupe_rem_tab,bigint,1
adv,GroupeRemTab,pgt_groupe_rem_tab,IDGroupeRem,id_groupe_rem,bigint,
adv,GroupeRemTab,pgt_groupe_rem_tab,IDGroupeRemX,id_groupe_rem_x,bigint,
adv,GroupeRemTab,pgt_groupe_rem_tab,IDGroupeRemY,id_groupe_rem_y,bigint,
adv,GroupeRemTab,pgt_groupe_rem_tab,Montant,montant,"numeric(19,4)",
adv,GroupeRemTab,pgt_groupe_rem_tab,DateDeb,date_deb,date,
adv,GroupeRemTab,pgt_groupe_rem_tab,DateFin,date_fin,date,
adv,GroupeRemTab,pgt_groupe_rem_tab,IsActif,is_actif,boolean,
adv,GroupeRemTab,pgt_groupe_rem_tab,ModifDate,modif_date,timestamp,
adv,GroupeRemTab,pgt_groupe_rem_tab,ModifOp,modif_op,bigint,
adv,GroupeRemTab,pgt_groupe_rem_tab,ModifElem,modif_elem,varchar(5),
adv,GroupeRemX,pgt_groupe_rem_x,IDGroupeRemX,id_groupe_rem_x,bigint,1
adv,GroupeRemX,pgt_groupe_rem_x,IDGroupeRem,id_groupe_rem,bigint,
adv,GroupeRemX,pgt_groupe_rem_x,Lib,lib,varchar(100),
adv,GroupeRemX,pgt_groupe_rem_x,CodeInterne,code_interne,varchar(15),
adv,GroupeRemX,pgt_groupe_rem_x,DateDeb,date_deb,date,
adv,GroupeRemX,pgt_groupe_rem_x,DateFin,date_fin,date,
adv,GroupeRemX,pgt_groupe_rem_x,IsActif,is_actif,boolean,
adv,GroupeRemX,pgt_groupe_rem_x,Ordre,ordre,smallint,
adv,GroupeRemX,pgt_groupe_rem_x,ModifDate,modif_date,timestamp,
adv,GroupeRemX,pgt_groupe_rem_x,ModifOp,modif_op,bigint,
adv,GroupeRemX,pgt_groupe_rem_x,ModifElem,modif_elem,varchar(5),
adv,GroupeRemY,pgt_groupe_rem_y,IDGroupeRemY,id_groupe_rem_y,bigint,1
adv,GroupeRemY,pgt_groupe_rem_y,IDGroupeRem,id_groupe_rem,bigint,
adv,GroupeRemY,pgt_groupe_rem_y,Lib,lib,varchar(100),
adv,GroupeRemY,pgt_groupe_rem_y,CodeInterne,code_interne,varchar(15),
adv,GroupeRemY,pgt_groupe_rem_y,DateDeb,date_deb,date,
adv,GroupeRemY,pgt_groupe_rem_y,DateFin,date_fin,date,
adv,GroupeRemY,pgt_groupe_rem_y,IsActif,is_actif,boolean,
adv,GroupeRemY,pgt_groupe_rem_y,Ordre,ordre,smallint,
adv,GroupeRemY,pgt_groupe_rem_y,ModifDate,modif_date,timestamp,
adv,GroupeRemY,pgt_groupe_rem_y,ModifOp,modif_op,bigint,
adv,GroupeRemY,pgt_groupe_rem_y,ModifElem,modif_elem,varchar(5),
adv,IAG_contrat,pgt_iag_contrat,IDcontratAuto,id_contrat_auto,bigint,
adv,IAG_contrat,pgt_iag_contrat,IDcontrat,id_contrat,bigint,1
adv,IAG_contrat,pgt_iag_contrat,IDclient,id_client,bigint,
adv,IAG_contrat,pgt_iag_contrat,IDSalarie,id_salarie,bigint,
adv,IAG_contrat,pgt_iag_contrat,IdSte,id_ste,bigint,
adv,IAG_contrat,pgt_iag_contrat,NumBS,num_bs,text,
