schema,hfsql_table,pg_table,hfsql_column,pg_column,pg_type,pk
adv,SFR_HistoEtatCttSFR,pgt_sfr_histo_etat_ctt_sfr,IDcontrat,id_contrat,bigint,
adv,SFR_HistoEtatCttSFR,pgt_sfr_histo_etat_ctt_sfr,OPSAISIE,op_saisie,bigint,
adv,SFR_HistoEtatCttSFR,pgt_sfr_histo_etat_ctt_sfr,DATE,date,timestamp,
adv,SFR_HistoEtatCttSFR,pgt_sfr_histo_etat_ctt_sfr,OLD_etat,old_etat,bigint,
adv,SFR_HistoEtatCttSFR,pgt_sfr_histo_etat_ctt_sfr,NEW_etat,new_etat,bigint,
adv,SFR_HistoEtatCttSFR,pgt_sfr_histo_etat_ctt_sfr,ModifOP,modif_op,bigint,
adv,SFR_HistoEtatCttSFR,pgt_sfr_histo_etat_ctt_sfr,ModifDate,modif_date,timestamp,
adv,SFR_HistoEtatCttSFR,pgt_sfr_histo_etat_ctt_sfr,DATEPAIEMENT,date_paiement,varchar(7),
adv,SFR_HistoEtatCttSFR,pgt_sfr_histo_etat_ctt_sfr,ModifELEM,modif_elem,varchar(5),
adv,SFR_OffresProvad,pgt_sfr_offres_provad,IDOffres_SFRAuto,id_offres_sfr_auto,bigint,
adv,SFR_OffresProvad,pgt_sfr_offres_provad,IDOffres_SFR,id_offres_sfr,bigint,1
adv,SFR_OffresProvad,pgt_sfr_offres_provad,Type,type,varchar(8),
adv,SFR_OffresProvad,pgt_sfr_offres_provad,Lib_Offre,lib_offre,varchar(50),
adv,SFR_OffresProvad,pgt_sfr_offres_provad,DebitDown,debit_down,varchar(20),
adv,SFR_OffresProvad,pgt_sfr_offres_provad,DebitUp,debit_up,varchar(20),
adv,SFR_OffresProvad,pgt_sfr_offres_provad,PrixOffre,prix_offre,"numeric(19,4)",
adv,SFR_OffresProvad,pgt_sfr_offres_provad,Recurrence,recurrence,varchar(10),
adv,SFR_OffresProvad,pgt_sfr_offres_provad,PrixProTTC,prix_pro_ttc,text,
adv,SFR_OffresProvad,pgt_sfr_offres_provad,Engagement,engagement,text,
adv,SFR_OffresProvad,pgt_sfr_offres_provad,EnPromo,en_promo,boolean,
adv,SFR_OffresProvad,pgt_sfr_offres_provad,InfoPromo,info_promo,text,
adv,SFR_OffresProvad,pgt_sfr_offres_provad,ServiceInclus,service_inclus,text,
adv,SFR_OffresProvad,pgt_sfr_offres_provad,IDproduit,id_produit,integer,
adv,SFR_OffresProvad,pgt_sfr_offres_provad,Online,online,boolean,
adv,SFR_OffresProvad,pgt_sfr_offres_provad,ModifDate,modif_date,timestamp,
adv,SFR_OffresProvad,pgt_sfr_offres_provad,ModifOP,modif_op,bigint,
adv,SFR_OffresProvad,pgt_sfr_offres_provad,ModifELEM,modif_elem,varchar(5),
adv,SFR_produit,pgt_sfr_produit,IDproduitAuto,id_produit_auto,bigint,
adv,SFR_produit,pgt_sfr_produit,IDproduit,id_produit,integer,1
adv,SFR_produit,pgt_sfr_produit,Lib_produit,lib_produit,text,
adv,SFR_produit,pgt_sfr_produit,PréfixeBDD,prefixe_bdd,varchar(5),
adv,SFR_produit,pgt_sfr_produit,Famille,famille,varchar(10),
adv,SFR_produit,pgt_sfr_produit,SousFAM,sous_fam,varchar(10),
adv,SFR_produit,pgt_sfr_produit,pro_ACTIF,pro_actif,smallint,
adv,SFR_produit,pgt_sfr_produit,Logo,logo,bytea,
adv,SFR_produit,pgt_sfr_produit,IdTypeProdDec,id_type_prod_dec,bigint,
adv,SFR_produit,pgt_sfr_produit,Catégorie,categorie,smallint,
adv,SFR_produit,pgt_sfr_produit,ModifOP,modif_op,bigint,
adv,SFR_produit,pgt_sfr_produit,ModifDate,modif_date,timestamp,
adv,SFR_produit,pgt_sfr_produit,ModifELEM,modif_elem,varchar(5),
adv,SFR_produit,pgt_sfr_produit,OptimCleComp_IDpro_FAMIL,optim_cle_comp_i_dpro_famil,varchar(14),
adv,SFR_Remun,pgt_sfr_remun,IDSFR_RemunAuto,id_sfr_remun_auto,bigint,
adv,SFR_Remun,pgt_sfr_remun,IDSFR_Remun,id_sfr_remun,bigint,1
adv,SFR_Remun,pgt_sfr_remun,Catégorie,categorie,varchar(15),
adv,SFR_Remun,pgt_sfr_remun,IDproduit,id_produit,integer,
adv,SFR_Remun,pgt_sfr_remun,TypeVente,type_vente,smallint,
adv,SFR_Remun,pgt_sfr_remun,DateDébut,date_debut,date,
adv,SFR_Remun,pgt_sfr_remun,DateFin,date_fin,date,
adv,SFR_Remun,pgt_sfr_remun,MontantVa,montant_va,"numeric(19,4)",
adv,SFR_Remun,pgt_sfr_remun,MontantVa_Remise,montant_va_remise,"numeric(19,4)",
adv,SFR_Remun,pgt_sfr_remun,MontantRa,montant_ra,"numeric(19,4)",
adv,SFR_Remun,pgt_sfr_remun,MontantRa_Remise,montant_ra_remise,"numeric(19,4)",
adv,SFR_Remun,pgt_sfr_remun,PrimeVolumique,prime_volumique,"numeric(19,4)",
adv,SFR_Remun,pgt_sfr_remun,Abonnement_TV,abonnement_tv,"numeric(19,4)",
adv,SFR_Remun,pgt_sfr_remun,TypeRépartRem,type_repart_rem,smallint,
adv,SFR_Remun,pgt_sfr_remun,ModifOP,modif_op,bigint,
adv,SFR_Remun,pgt_sfr_remun,ModifDate,modif_date,timestamp,
adv,SFR_Remun,pgt_sfr_remun,ModifELEM,modif_elem,varchar(5),
adv,SFR_StatutRDV,pgt_sfr_statut_rdv,IdSFR_StatutRDVAuto,id_sfr_statut_rdv_auto,bigint,
adv,SFR_StatutRDV,pgt_sfr_statut_rdv,IdSFR_StatutRDV,id_sfr_statut_rdv,bigint,1
adv,SFR_StatutRDV,pgt_sfr_statut_rdv,LibStatut,lib_statut,varchar(50),
adv,SFR_StatutRDV,pgt_sfr_statut_rdv,Couleur_R,couleur_r,smallint,
adv,SFR_StatutRDV,pgt_sfr_statut_rdv,Couleur_V,couleur_v,smallint,
adv,SFR_StatutRDV,pgt_sfr_statut_rdv,Couleur_B,couleur_b,smallint,
adv,SFR_StatutRDV,pgt_sfr_statut_rdv,ModifDate,modif_date,timestamp,
adv,SFR_StatutRDV,pgt_sfr_statut_rdv,ModifOp,modif_op,bigint,
adv,SFR_StatutRDV,pgt_sfr_statut_rdv,ModifElem,modif_elem,varchar(5),
adv,statventes,pgt_statventes,IDStatVentes,id_stat_ventes,bigint,1
adv,statventes,pgt_statventes,Année,annee,smallint,
adv,statventes,pgt_statventes,NumSem,num_sem,smallint,
adv,statventes,pgt_statventes,DateDeb,date_deb,date,
adv,statventes,pgt_statventes,DateFin,date_fin,date,
adv,statventes,pgt_statventes,IDSalarie,id_salarie,bigint,
adv,statventes,pgt_statventes,IDOrganigramme,id_organigramme,bigint,
adv,statventes,pgt_statventes,AnnéeNumSemIDOrganigramme,annee_num_sem_id_organigramme,varchar(11),
adv,statventes,pgt_statventes,AnnéeNumSemIDSalarieIDOrganigramme,annee_num_sem_id_salarie_id_organigramme,varchar(19),
adv,statventes,pgt_statventes,AnnéeNumSemIDSalarieIDOrganigrammeDateDebDateFin,annee_num_sem_id_salarie_id_organigramme_date_deb_date_fin,varchar(35),
adv,statventes,pgt_statventes,nbFixeBrutHorsTK,nb_fixe_brut_hors_tk,integer,
adv,statventes,pgt_statventes,nbFixeCQ,nb_fixe_cq,integer,
adv,statventes,pgt_statventes,nbPremBrut,nb_prem_brut,integer,
adv,statventes,pgt_statventes,nbFixeCQ2,nb_fixe_cq2,integer,
adv,statventes,pgt_statventes,nbFixeCQ1,nb_fixe_cq1,integer,
adv,statventes,pgt_statventes,nbFixeHorsAttenteSFR,nb_fixe_hors_attente_sfr,integer,
adv,statventes,pgt_statventes,nbRaccSFR,nb_racc_sfr,integer,
adv,statventes,pgt_statventes,nbRaccVend,nb_racc_vend,integer,
adv,statventes,pgt_statventes,nbFixeHorsAttenteVend,nb_fixe_hors_attente_vend,integer,
adv,statventes,pgt_statventes,nbFixeRésil,nb_fixe_resil,integer,
adv,statventes,pgt_statventes,nbFixeCQBrut,nb_fixe_cq_brut,integer,
adv,statventes,pgt_statventes,nbFixeDGBrut,nb_fixe_dg_brut,integer,
adv,statventes,pgt_statventes,nbFixeCQPorta,nb_fixe_cq_porta,integer,
adv,statventes,pgt_statventes,nbFixeCqRacc,nb_fixe_cq_racc,integer,
adv,statventes,pgt_statventes,nbFixeCqResil30j,nb_fixe_cq_resil30j,integer,
adv,statventes,pgt_statventes,nbPriseSaisie,nb_prise_saisie,integer,
adv,statventes,pgt_statventes,nbPriseExistante,nb_prise_existante,integer,
adv,statventes,pgt_statventes,nbMobBrutHorsTK,nb_mob_brut_hors_tk,integer,
adv,statventes,pgt_statventes,nbForfaitSup,nb_forfait_sup,integer,
adv,statventes,pgt_statventes,nbMobHorsAttente,nb_mob_hors_attente,integer,
adv,statventes,pgt_statventes,nbMobActivé,nb_mob_active,integer,
adv,statventes,pgt_statventes,nbPC,nb_pc,integer,
adv,statventes,pgt_statventes,nb4P,nb4_p,integer,
adv,statventes,pgt_statventes,nbMobCqActive,nb_mob_cq_active,integer,
adv,statventes,pgt_statventes,nbMobCqResil30j,nb_mob_cq_resil30j,integer,
adv,statventes,pgt_statventes,NoteTot,note_tot,double precision,
adv,statventes,pgt_statventes,nbCttNoté,nb_ctt_note,integer,
adv,statventes,pgt_statventes,nbCoopt,nb_coopt,integer,
adv,statventes,pgt_statventes,ModifDate,modif_date,timestamp,
adv,statventes,pgt_statventes,ModifOp,modif_op,bigint,
adv,statventes,pgt_statventes,ModifElem,modif_elem,varchar(5),
adv,STR_contrat,pgt_str_contrat,IDcontratAuto,id_contrat_auto,bigint,
adv,STR_contrat,pgt_str_contrat,IDcontrat,id_contrat,bigint,1
adv,STR_contrat,pgt_str_contrat,IDclient,id_client,bigint,
adv,STR_contrat,pgt_str_contrat,IDSalarie,id_salarie,bigint,
adv,STR_contrat,pgt_str_contrat,IdSte,id_ste,bigint,
adv,STR_contrat,pgt_str_contrat,NumBS,num_bs,text,
adv,STR_contrat,pgt_str_contrat,IDproduit,id_produit,integer,
adv,STR_contrat,pgt_str_contrat,IDetatContrat,id_etat_contrat,integer,
adv,STR_contrat,pgt_str_contrat,DateSignature,date_signature,date,
adv,STR_contrat,pgt_str_contrat,InfoPartagée,info_partagee,text,
adv,STR_contrat,pgt_str_contrat,InfoInterne,info_interne,text,
adv,STR_contrat,pgt_str_contrat,MoisP,mois_p,date,
adv,STR_contrat,pgt_str_contrat,OPSAISIE,op_saisie,bigint,
adv,STR_contrat,pgt_str_contrat,DateSAISIE,date_saisie,timestamp,
adv,STR_contrat,pgt_str_contrat,NonCALL,non_call,boolean,
adv,STR_contrat,pgt_str_contrat,nbPoints,nb_points,double precision,
adv,STR_contrat,pgt_str_contrat,CodeENR,code_enr,text,
adv,STR_contrat,pgt_str_contrat,Opt_Mandat,opt_mandat,boolean,
adv,STR_contrat,pgt_str_contrat,Notation,notation,numeric,
adv,STR_contrat,pgt_str_contrat,NotationInfo,notation_info,text,
adv,STR_contrat,pgt_str_contrat,ModifOp,modif_op,bigint,
adv,STR_contrat,pgt_str_contrat,ModifDate,modif_date,timestamp,
adv,STR_contrat,pgt_str_contrat,ModifElem,modif_elem,varchar(5),
adv,STR_etatContrat,pgt_str_etat_contrat,IDetatAuto,id_etat_auto,bigint,
adv,STR_etatContrat,pgt_str_etat_contrat,IDetat,id_etat,integer,1
adv,STR_etatContrat,pgt_str_etat_contrat,IDTypeEtat,id_type_etat,smallint,
adv,STR_etatContrat,pgt_str_etat_contrat,Lib_Etat,lib_etat,text,
adv,STR_etatContrat,pgt_str_etat_contrat,Lib_EtatVend,lib_etat_vend,text,
adv,STR_etatContrat,pgt_str_etat_contrat,Catégorie,categorie,varchar(10),
adv,STR_etatContrat,pgt_str_etat_contrat,ModifDate,modif_date,timestamp,
adv,STR_etatContrat,pgt_str_etat_contrat,ModifOP,modif_op,bigint,
adv,STR_etatContrat,pgt_str_etat_contrat,ModifELEM,modif_elem,varchar(5),
adv,STR_histoAttrCtt,pgt_str_histo_attr_ctt,idHistoAuto,id_histo_auto,bigint,
adv,STR_histoAttrCtt,pgt_str_histo_attr_ctt,idHisto,id_histo,bigint,1
adv,STR_histoAttrCtt,pgt_str_histo_attr_ctt,TypeCtt,type_ctt,varchar(20),
adv,STR_histoAttrCtt,pgt_str_histo_attr_ctt,IDcontrat,id_contrat,bigint,
adv,STR_histoAttrCtt,pgt_str_histo_attr_ctt,NUM,num,varchar(25),
adv,STR_histoAttrCtt,pgt_str_histo_attr_ctt,OPSAISIE,op_saisie,bigint,
adv,STR_histoAttrCtt,pgt_str_histo_attr_ctt,DATE,date,timestamp,
adv,STR_histoAttrCtt,pgt_str_histo_attr_ctt,VendeurOld,vendeur_old,bigint,
adv,STR_histoAttrCtt,pgt_str_histo_attr_ctt,VendeurNew,vendeur_new,bigint,
adv,STR_histoAttrCtt,pgt_str_histo_attr_ctt,ModifOP,modif_op,bigint,
adv,STR_histoAttrCtt,pgt_str_histo_attr_ctt,ModifDate,modif_date,timestamp,
adv,STR_histoAttrCtt,pgt_str_histo_attr_ctt,ModifELEM,modif_elem,varchar(5),
adv,STR_histoEtatCtt,pgt_str_histo_etat_ctt,idHistoAuto,id_histo_auto,bigint,
adv,STR_histoEtatCtt,pgt_str_histo_etat_ctt,idHisto,id_histo,bigint,1
adv,STR_histoEtatCtt,pgt_str_histo_etat_ctt,IDcontrat,id_contrat,bigint,
adv,STR_histoEtatCtt,pgt_str_histo_etat_ctt,OPSAISIE,op_saisie,bigint,
adv,STR_histoEtatCtt,pgt_str_histo_etat_ctt,DATE,date,timestamp,
adv,STR_histoEtatCtt,pgt_str_histo_etat_ctt,OLD_etat,old_etat,bigint,
adv,STR_histoEtatCtt,pgt_str_histo_etat_ctt,NEW_etat,new_etat,bigint,
adv,STR_histoEtatCtt,pgt_str_histo_etat_ctt,ModifOP,modif_op,bigint,
adv,STR_histoEtatCtt,pgt_str_histo_etat_ctt,ModifDate,modif_date,timestamp,
adv,STR_histoEtatCtt,pgt_str_histo_etat_ctt,DATEPAIEMENT,date_paiement,varchar(7),
adv,STR_histoEtatCtt,pgt_str_histo_etat_ctt,ModifELEM,modif_elem,varchar(5),
adv,STR_produit,pgt_str_produit,IDproduitAuto,id_produit_auto,bigint,
adv,STR_produit,pgt_str_produit,IDproduit,id_produit,integer,1
adv,STR_produit,pgt_str_produit,Lib_produit,lib_produit,text,
adv,STR_produit,pgt_str_produit,PréfixeBDD,prefixe_bdd,varchar(5),
adv,STR_produit,pgt_str_produit,Famille,famille,varchar(10),
adv,STR_produit,pgt_str_produit,SousFAM,sous_fam,varchar(10),
adv,STR_produit,pgt_str_produit,pro_ACTIF,pro_actif,smallint,
adv,STR_produit,pgt_str_produit,Logo,logo,bytea,
adv,STR_produit,pgt_str_produit,IdTypeProdDec,id_type_prod_dec,bigint,
adv,STR_produit,pgt_str_produit,Catégorie,categorie,smallint,
adv,STR_produit,pgt_str_produit,ModifOP,modif_op,bigint,
adv,STR_produit,pgt_str_produit,ModifDate,modif_date,timestamp,
adv,STR_produit,pgt_str_produit,ModifELEM,modif_elem,varchar(5),
adv,STR_produit,pgt_str_produit,OptimCleComp_IDpro_FAMIL,optim_cle_comp_i_dpro_famil,varchar(14),
adv,STR_Remun,pgt_str_remun,IDRemunAuto,id_remun_auto,bigint,
adv,STR_Remun,pgt_str_remun,IDRemun,id_remun,bigint,1
adv,STR_Remun,pgt_str_remun,IDproduit,id_produit,integer,
adv,STR_Remun,pgt_str_remun,TypeVente,type_vente,smallint,
adv,STR_Remun,pgt_str_remun,DateDébut,date_debut,date,
adv,STR_Remun,pgt_str_remun,DateFin,date_fin,date,
adv,STR_Remun,pgt_str_remun,Montant,montant,"numeric(19,4)",
adv,STR_Remun,pgt_str_remun,nbPoints,nb_points,double precision,
adv,STR_Remun,pgt_str_remun,ModifOP,modif_op,bigint,
adv,STR_Remun,pgt_str_remun,ModifDate,modif_date,timestamp,
adv,STR_Remun,pgt_str_remun,ModifELEM,modif_elem,varchar(5),
adv,TDB_Qualité,pgt_tdb_qualite,IDTDB_Qualité,id_tdb_qualite,bigint,1
adv,TDB_Qualité,pgt_tdb_qualite,Date,date,date,
adv,TDB_Qualité,pgt_tdb_qualite,IDSalarie,id_salarie,bigint,
adv,TDB_Qualité,pgt_tdb_qualite,EnLigne,en_ligne,boolean,
adv,TDB_Qualité,pgt_tdb_qualite,ModifOp,modif_op,bigint,
adv,TDB_Qualité,pgt_tdb_qualite,ModifDate,modif_date,timestamp,
adv,TDB_Qualité,pgt_tdb_qualite,ModifElem,modif_elem,varchar(5),
adv,TDB_QualitéContrat,pgt_tdb_qualite_contrat,IDTDB_QualitéContrat,id_tdb_qualite_contrat,bigint,1
adv,TDB_QualitéContrat,pgt_tdb_qualite_contrat,IDTDB_Qualité,id_tdb_qualite,bigint,
adv,TDB_QualitéContrat,pgt_tdb_qualite_contrat,IDcontrat,id_contrat,bigint,
adv,TDB_QualitéContrat,pgt_tdb_qualite_contrat,Part,part,varchar(4),
adv,TDB_QualitéContrat,pgt_tdb_qualite_contrat,IDetatContrat,id_etat_contrat,integer,
adv,TDB_QualitéContrat,pgt_tdb_qualite_contrat,ModifDate,modif_date,timestamp,
adv,TDB_QualitéContrat,pgt_tdb_qualite_contrat,ModifOp,modif_op,bigint,
adv,TDB_QualitéContrat,pgt_tdb_qualite_contrat,ModifElem,modif_elem,varchar(5),
adv,TLC_contrat,pgt_tlc_contrat,IDcontratAuto,id_contrat_auto,bigint,
adv,TLC_contrat,pgt_tlc_contrat,IDcontrat,id_contrat,bigint,1
adv,TLC_contrat,pgt_tlc_contrat,IDclient,id_client,bigint,
adv,TLC_contrat,pgt_tlc_contrat,IDSalarie,id_salarie,bigint,
adv,TLC_contrat,pgt_tlc_contrat,IdSte,id_ste,bigint,
adv,TLC_contrat,pgt_tlc_contrat,NumBS,num_bs,text,
adv,TLC_contrat,pgt_tlc_contrat,IDproduit,id_produit,integer,
adv,TLC_contrat,pgt_tlc_contrat,IDetatContrat,id_etat_contrat,integer,
adv,TLC_contrat,pgt_tlc_contrat,DateSignature,date_signature,date,
adv,TLC_contrat,pgt_tlc_contrat,InfoPartagée,info_partagee,text,
adv,TLC_contrat,pgt_tlc_contrat,InfoInterne,info_interne,text,
adv,TLC_contrat,pgt_tlc_contrat,MoisP,mois_p,date,
adv,TLC_contrat,pgt_tlc_contrat,OPSAISIE,op_saisie,bigint,
adv,TLC_contrat,pgt_tlc_contrat,DateSAISIE,date_saisie,timestamp,
adv,TLC_contrat,pgt_tlc_contrat,NonCALL,non_call,boolean,
adv,TLC_contrat,pgt_tlc_contrat,nbPoints,nb_points,double precision,
adv,TLC_contrat,pgt_tlc_contrat,CodeENR,code_enr,text,
adv,TLC_contrat,pgt_tlc_contrat,Notation,notation,numeric,
adv,TLC_contrat,pgt_tlc_contrat,NotationInfo,notation_info,text,
adv,TLC_contrat,pgt_tlc_contrat,ModifOP,modif_op,bigint,
adv,TLC_contrat,pgt_tlc_contrat,ModifDate,modif_date,timestamp,
adv,TLC_contrat,pgt_tlc_contrat,ModifELEM,modif_elem,varchar(5),
adv,TLC_etatContrat,pgt_tlc_etat_contrat,IDetatAuto,id_etat_auto,bigint,
adv,TLC_etatContrat,pgt_tlc_etat_contrat,IDetat,id_etat,integer,1
adv,TLC_etatContrat,pgt_tlc_etat_contrat,IDTypeEtat,id_type_etat,smallint,
adv,TLC_etatContrat,pgt_tlc_etat_contrat,Lib_Etat,lib_etat,text,
adv,TLC_etatContrat,pgt_tlc_etat_contrat,Lib_EtatVend,lib_etat_vend,text,
adv,TLC_etatContrat,pgt_tlc_etat_contrat,Catégorie,categorie,varchar(10),
adv,TLC_etatContrat,pgt_tlc_etat_contrat,ModifDate,modif_date,timestamp,
adv,TLC_etatContrat,pgt_tlc_etat_contrat,ModifOP,modif_op,bigint,
adv,TLC_etatContrat,pgt_tlc_etat_contrat,ModifELEM,modif_elem,varchar(5),
adv,TLC_histoAttrCtt,pgt_tlc_histo_attr_ctt,idHistoAuto,id_histo_auto,bigint,
adv,TLC_histoAttrCtt,pgt_tlc_histo_attr_ctt,idHisto,id_histo,bigint,1
adv,TLC_histoAttrCtt,pgt_tlc_histo_attr_ctt,TypeCtt,type_ctt,varchar(20),
adv,TLC_histoAttrCtt,pgt_tlc_histo_attr_ctt,IDcontrat,id_contrat,bigint,
adv,TLC_histoAttrCtt,pgt_tlc_histo_attr_ctt,NUM,num,varchar(25),
adv,TLC_histoAttrCtt,pgt_tlc_histo_attr_ctt,OPSAISIE,op_saisie,bigint,
adv,TLC_histoAttrCtt,pgt_tlc_histo_attr_ctt,DATE,date,timestamp,
adv,TLC_histoAttrCtt,pgt_tlc_histo_attr_ctt,VendeurOld,vendeur_old,bigint,
adv,TLC_histoAttrCtt,pgt_tlc_histo_attr_ctt,VendeurNew,vendeur_new,bigint,
adv,TLC_histoAttrCtt,pgt_tlc_histo_attr_ctt,ModifOP,modif_op,bigint,
adv,TLC_histoAttrCtt,pgt_tlc_histo_attr_ctt,ModifDate,modif_date,timestamp,
adv,TLC_histoAttrCtt,pgt_tlc_histo_attr_ctt,ModifELEM,modif_elem,varchar(5),
adv,TLC_histoEtatCtt,pgt_tlc_histo_etat_ctt,idHistoAuto,id_histo_auto,bigint,
adv,TLC_histoEtatCtt,pgt_tlc_histo_etat_ctt,idHisto,id_histo,bigint,1
adv,TLC_histoEtatCtt,pgt_tlc_histo_etat_ctt,IDcontrat,id_contrat,bigint,
adv,TLC_histoEtatCtt,pgt_tlc_histo_etat_ctt,OPSAISIE,op_saisie,bigint,
adv,TLC_histoEtatCtt,pgt_tlc_histo_etat_ctt,DATE,date,timestamp,
adv,TLC_histoEtatCtt,pgt_tlc_histo_etat_ctt,OLD_etat,old_etat,bigint,
adv,TLC_histoEtatCtt,pgt_tlc_histo_etat_ctt,NEW_etat,new_etat,bigint,
adv,TLC_histoEtatCtt,pgt_tlc_histo_etat_ctt,ModifOP,modif_op,bigint,
adv,TLC_histoEtatCtt,pgt_tlc_histo_etat_ctt,ModifDate,modif_date,timestamp,
adv,TLC_histoEtatCtt,pgt_tlc_histo_etat_ctt,DATEPAIEMENT,date_paiement,varchar(7),
adv,TLC_histoEtatCtt,pgt_tlc_histo_etat_ctt,ModifELEM,modif_elem,varchar(5),
adv,TLC_produit,pgt_tlc_produit,IDproduitAuto,id_produit_auto,bigint,
adv,TLC_produit,pgt_tlc_produit,IDproduit,id_produit,integer,1
adv,TLC_produit,pgt_tlc_produit,Lib_produit,lib_produit,text,
adv,TLC_produit,pgt_tlc_produit,PréfixeBDD,prefixe_bdd,varchar(5),
adv,TLC_produit,pgt_tlc_produit,Famille,famille,varchar(10),
adv,TLC_produit,pgt_tlc_produit,SousFAM,sous_fam,varchar(10),
adv,TLC_produit,pgt_tlc_produit,pro_ACTIF,pro_actif,smallint,
adv,TLC_produit,pgt_tlc_produit,Logo,logo,bytea,
adv,TLC_produit,pgt_tlc_produit,IdTypeProdDec,id_type_prod_dec,bigint,
adv,TLC_produit,pgt_tlc_produit,Catégorie,categorie,smallint,
adv,TLC_produit,pgt_tlc_produit,ModifOP,modif_op,bigint,
adv,TLC_produit,pgt_tlc_produit,ModifDate,modif_date,timestamp,
adv,TLC_produit,pgt_tlc_produit,ModifELEM,modif_elem,varchar(5),
adv,TLC_produit,pgt_tlc_produit,OptimCleComp_IDpro_FAMIL,optim_cle_comp_i_dpro_famil,varchar(14),
adv,TLC_Remun,pgt_tlc_remun,IDRemunAuto,id_remun_auto,bigint,
adv,TLC_Remun,pgt_tlc_remun,IDRemun,id_remun,bigint,1
adv,TLC_Remun,pgt_tlc_remun,IDproduit,id_produit,integer,
adv,TLC_Remun,pgt_tlc_remun,TypeVente,type_vente,smallint,
adv,TLC_Remun,pgt_tlc_remun,DateDébut,date_debut,date,
adv,TLC_Remun,pgt_tlc_remun,DateFin,date_fin,date,
adv,TLC_Remun,pgt_tlc_remun,Montant,montant,"numeric(19,4)",
adv,TLC_Remun,pgt_tlc_remun,nbPoints,nb_points,double precision,
adv,TLC_Remun,pgt_tlc_remun,ModifOP,modif_op,bigint,
adv,TLC_Remun,pgt_tlc_remun,ModifDate,modif_date,timestamp,
adv,TLC_Remun,pgt_tlc_remun,ModifELEM,modif_elem,varchar(5),
adv,TypeEtatContrat,pgt_type_etat_contrat,IDTypeEtatContratAuto,id_type_etat_contrat_auto,bigint,
adv,TypeEtatContrat,pgt_type_etat_contrat,IDTypeEtat,id_type_etat,smallint,1
adv,TypeEtatContrat,pgt_type_etat_contrat,LibType,lib_type,varchar(20),
adv,TypeEtatContrat,pgt_type_etat_contrat,Couleur_R,couleur_r,smallint,
adv,TypeEtatContrat,pgt_type_etat_contrat,Couleur_V,couleur_v,smallint,
adv,TypeEtatContrat,pgt_type_etat_contrat,Couleur_B,couleur_b,smallint,
adv,TypeEtatContrat,pgt_type_etat_contrat,ModifDate,modif_date,timestamp,
adv,TypeEtatContrat,pgt_type_etat_contrat,ModifOp,modif_op,bigint,
adv,TypeEtatContrat,pgt_type_etat_contrat,ModifElem,modif_elem,varchar(5),
adv,TypeProdDec,pgt_type_prod_dec,IDTypeProdDecAuto,id_type_prod_dec_auto,bigint,
adv,TypeProdDec,pgt_type_prod_dec,IdTypeProdDec,id_type_prod_dec,bigint,1
adv,TypeProdDec,pgt_type_prod_dec,LibTypeProdDec,lib_type_prod_dec,varchar(20),
adv,TypeProdDec,pgt_type_prod_dec,ProdActif,prod_actif,boolean,
adv,TypeProdDec,pgt_type_prod_dec,PréfixeBDD,prefixe_bdd,varchar(5),
adv,TypeProdDec,pgt_type_prod_dec,AComptabiliséDansTotBS,a_comptabilise_dans_tot_bs,boolean,
adv,TypeProdDec,pgt_type_prod_dec,ModifDate,modif_date,timestamp,
adv,TypeProdDec,pgt_type_prod_dec,ModifOp,modif_op,bigint,
adv,TypeProdDec,pgt_type_prod_dec,ModifElem,modif_elem,varchar(5),
adv,VAL_contrat,pgt_val_contrat,IDcontratAuto,id_contrat_auto,bigint,
adv,VAL_contrat,pgt_val_contrat,IDcontrat,id_contrat,bigint,1
adv,VAL_contrat,pgt_val_contrat,IDclient,id_client,bigint,
adv,VAL_contrat,pgt_val_contrat,IDSalarie,id_salarie,bigint,
adv,VAL_contrat,pgt_val_contrat,IdSte,id_ste,bigint,
adv,VAL_contrat,pgt_val_contrat,NumBS,num_bs,text,
adv,VAL_contrat,pgt_val_contrat,NumBSAssocié,num_bs_associe,text,
adv,VAL_contrat,pgt_val_contrat,IDproduit,id_produit,integer,
adv,VAL_contrat,pgt_val_contrat,IDetatContrat,id_etat_contrat,integer,
adv,VAL_contrat,pgt_val_contrat,DateSignature,date_signature,date,
adv,VAL_contrat,pgt_val_contrat,InfoPartagée,info_partagee,text,
adv,VAL_contrat,pgt_val_contrat,InfoInterne,info_interne,text,
adv,VAL_contrat,pgt_val_contrat,MoisP,mois_p,date,
adv,VAL_contrat,pgt_val_contrat,OPSAISIE,op_saisie,bigint,
adv,VAL_contrat,pgt_val_contrat,DateSAISIE,date_saisie,timestamp,
adv,VAL_contrat,pgt_val_contrat,NonCALL,non_call,boolean,
adv,VAL_contrat,pgt_val_contrat,nbPoints,nb_points,double precision,
adv,VAL_contrat,pgt_val_contrat,CodeENR,code_enr,text,
adv,VAL_contrat,pgt_val_contrat,FormatNumérique,format_numerique,boolean,
adv,VAL_contrat,pgt_val_contrat,Notation,notation,numeric,
adv,VAL_contrat,pgt_val_contrat,NotationInfo,notation_info,text,
adv,VAL_contrat,pgt_val_contrat,ModifOp,modif_op,bigint,
adv,VAL_contrat,pgt_val_contrat,ModifDate,modif_date,timestamp,
adv,VAL_contrat,pgt_val_contrat,ModifElem,modif_elem,varchar(5),
